title,description,location,features,data,price
3 BHK ready to shift in Manglam Dream avenue with 12 Months EMI offer,3 BHK ready to shift property in Manglam Dream Avenue at manglam Grand city Ajmer road opposite pink pearl Jaipur Families already shifted  4 Wheeler parking in cost  No other additional charges  Best deal available with Free EMI for 12 Months,Ajmer Road Jaipur Rajasthan India,3 Bds - 2 Ba - 1218 ft2,2020-07-13T08:32:29+0000,"₹ 34,00,000"
Kakkanad vallathole kangarappady 3bhk near edappally kalamassery,3bhk beautiful villas seaport airport road vallathole 2 km kakkanad civil station 3.5 km info park 4 km bus stop 400 mtr edappally 5 km kalamassery 5 km thrikkakkara 3 km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1775 ft2,2020-07-13T08:32:23+0000,"₹ 70,00,000"
PAY 10% REMAINING 90% WE WILL PROVIDE LOAN HURRY UP,Gated community Pre launching Pay 10% remaining 90% loan GST and registration extra For more details contact me,Gajuwaka Visakhapatnam Andhra Pradesh India,2 Bds - 2 Ba - 800 ft2,2020-07-13T08:34:12+0000,"₹ 24,00,000"
1 bhk mazgoan village,1 bhk Mazgaon village,Mazagaon Mumbai Maharashtra India,1 Bds - 1 Ba - 320 ft2,2020-07-13T08:34:09+0000,"₹ 1,01,00,000"
Teynampet 3 BHK Apartment,"A beautiful 3 bhk apartment in Teynampet, Chennai South. The property is a part of Maris Heights. It is a resale property in a promising locality. This well-designed new property is ready to move in. It is located on the 3rd floor. The property ownership is freehold type and has a super built-up area of 2656. 0 Sq. Ft. The price of the property is estimated at Rs. 3. 25 Cr and per unit area cost is at Rs. 12236 per Sq. Ft. The apartment is 10+ year old. With 1 balcony(s) and 4 bathroom(s), The apartment is unfurnished. 1 covered parking.",Teynampet Chennai Tamil Nadu India,3 Bds - 4 Ba - 2656 ft2,2020-07-13T08:37:24+0000,"₹ 3,25,00,000"
3 BHK apartment in perungudi,"This 3 BHK flat in Perungudi, Chennai South is available for sale. It is a west facing property and a part of Plaza Opulence Apartment. This unfurnished flat is ready to move in. It is a 5-10 year old. It has 3 bathrooms.  The apartment has a one balcony.  The apartment is spacious with a super built up area of 1915 sq. ft.  It has vitrified flooring.  Located on the 2nd floor of 4 floors, the expected price of this apartment is 1. 6 Cr. (Rs. 8356 per sq. ft. )(price negotiable). The width of facing road is 60 feet. This property comes with some additional costs. These include.   The society has features such as lift(s), security/fire alarm and visitor parking.   The Freehold property offers more than one covered parking.  The water source is from borewell/tank.  It is in a gated society.",Perungudi Chennai Tamil Nadu India,3 Bds - 3 Ba - 1915 ft2,2020-07-13T08:37:06+0000,"₹ 1,60,00,000"
Ready To Move 3 Bedroom Flat in Seawoods,Ready to move 3 BHK Flats located right opposite to Seawoods Grand Central Station.  Huge Premium Recreational Spaces and Amenities   Spacious New Apartment with Premium Fittings.  Large Entrance Lobby with 24/7 CCTV Security.,Seawoods Navi Mumbai Maharashtra India,3 Bds - 3 Ba - 1500 ft2,2020-07-13T08:35:01+0000,"₹ 2,32,00,000"
"1bhk flat with separate kitchen, bathroom,beautiful flat,urgentlysale","1bhk flat, registered property, front side 20ft, back side 10ft street, bike parking, electricity n water connection fall celling, textured wall and full of other all facilities in affordable price...sell urgently only genuine buyers contact..",Uttam Nagar Delhi Delhi India,1 Bds - 1 Ba - 40 ft2,2020-07-13T08:35:00+0000,"₹ 11,50,000"
Top floor with roof-Sale-3BHK-Raj Nagar II near Dwarka sec 8,"Third floor with roof, 3BHK semi furnished builder floor new construction, available with excellent quality work. Amenities of the floor include  1) loan facility 2) lift 3) car parking 4) registry available 5) modular kitchen 6)wardrobes in all bedrooms 7)marble flooring 8) overlooking main road 9) in accordance with vaastu  Property is located at the prime location in palam colony adjacent to dwarka sector 8.  1) 1 km distance from dwarka sector 8 metro station  2) 4 km distance from indira gandhi international airport  3) 1.5 km distance from palam railway station  4) 15mins drive to gurgaon",Palam Delhi Delhi India,3 Bds - 3 Ba - 1400 ft2,2020-06-01T09:05:12+0000,"₹ 59,00,000"
indipendent house,chaproula me aapke sapne ka ghr aapke apne budgut me,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:30:09+0000,"₹ 15,50,000"
2 Bedrooms builder flat available in Vasundhara,"2 Bedrooms builder flat available in Vasundhara   * loan facility available up to 80 to 90% of the property value, * independent floor with 2 bedrooms with 2 bathrooms and 1 balcony, * this semi-Furnished flat is located on the 1st floor, *there is 24 hours available water supply and less than 2 hour power cut, *there is modular fitting in kitchen, * with car parking,  * this flat has marble and vitrified flooring, * ownership will be freehold, * all daily needs easily available like market, School, Hospital, Atm, Shops, Medicial store are on the walking distance. * near by Budh chowk.",Vasundhara Ghaziabad Uttar Pradesh India,2 Bds - 2 Ba - 875 ft2,2020-07-13T08:26:09+0000,"₹ 32,99,000"
The Beautiful Designed 2BHK Semi Furnished Flats in Greater Noida West,"The Beautiful Designed 2bhk semi furnished flat available in the prime location of Sector-1 behind Stellar Jeewan Society Greater Noida West.. More than 300 families residing in the premises and 250 flats are ready for possession in next few days.. The flat will be handover in semi furnished conditions which includes semi modular kitchen with wooden cabinets chimney and Water purifier.. Fans and lights for every room and fancy light for drawing room.. Texture paints wallpaper and fall ceiling for every room and drawing room.. 24*7 security guards and CCTV surveillance system and lifts for every tower.. 80% loan available.. 2 min drive from Yatharth Hospital, 15 min drive from Gaur Chowk and Gaur City Mall..",Gaur Chowk Greater Noida Uttar Pradesh India,2 Bds - 2 Ba - 855 ft2,2020-07-13T08:25:59+0000,"₹ 18,50,000"
Apartment for sale 37 Lac & 43 Lac  All Saints Jungtion near Airport,Two apartments 1120 Sft each  2 BHK one upstairs having independent access sharing 4.5 cents of undivided  land  for sale *price unit 1 down stair house  with 2.25 cent land  Rs 43 lacs *Price unit 2 up stair house   with 2.25 cent land     37 lacs Contact 9️⃣3️⃣8️⃣7️⃣2️⃣3️⃣1️⃣0️⃣5️⃣4️⃣                 8️⃣9️⃣2️⃣1️⃣8️⃣9️⃣5️⃣8️⃣8️⃣4️⃣,Chacka Thiruvananthapuram Kerala India,2 Bds - 2 Ba - 1120 ft2,2020-07-02T18:04:16+0000,"₹ 37,00,000"
Kothi for sale in Morinda,Kothi 5 bedrooms 3 ground floor 2 on 1st floor attach batrooms for sale.. contact 40 lakh,Sugar Mill Colony Morinda Punjab India,4+ Bds - 4 Ba - 4 ft2,2020-07-13T08:28:08+0000,"₹ 40,00,000"
5.6 cent 4bhk in kakkanad pallikkara near info Park just 7km Thengod,5.6 cent 4bhk beautiful house in kakkanad pallikkara parakode kakkanad info park just 7km pallikkara 2 km kakkanad Civil station 9km phone 98,Kakkanad Kochi Kerala India,4 Bds - 4 Ba - 2050 ft2,2020-07-13T08:32:23+0000,"₹ 62,00,000"
5 cent 3bhk near rajagiri hospital aluva near to choondi pukkattuppady,5 cent 3bhk near rajagiri hospital aluva very good location well water aluva railway station 6km rajagiri hospital 1 km Choondi 4 km kakkanad info park 12 km kalamassery 10 km 984.,Railway Station Square Aluva Kerala India,3 Bds - 3 Ba - 1650 ft2,2020-07-13T08:32:23+0000,"₹ 55,00,000"
Urgent Sell 1BHK Flat with Semi Furnished,"1BHK Flat in Rameshwar Nagar Area. 30 Year Old Property.  Approx 350 Sq. Ft. 2 Floor Appartment with 24 Flats. Biggest Terrace in Rameshwar Nagar. Little Renovation Requirement. Long Gallary for Kids Playing Activities.  Facilities: 24 Hours Water R.O Available for Drinking Water. Semi Furnished including TV unit, Dressing, Wardrobe available.",Patelvari Jamnagar Gujarat India,1 Bds - 1 Ba - 350 ft2,2020-07-13T08:38:44+0000,"₹ 8,00,000"
BOOK WITH 50% AMOUNT AND GET  9000 RENTAL EVERY MONTH UPTO POSSESSION,Book with 50% amount you will get 4500 per month upto registration Remaining 50% we will provide loan and after registration you 9000 rental every month upto possession Best for investment Mega gated community Best price never before For more details Contact me,Atchutapuram Visakhapatnam Andhra Pradesh India,2 Bds - 2 Ba - 1000 ft2,2020-07-13T08:38:43+0000,"₹ 22,00,000"
Aluva town just 1.5 km 3 bhk new house in edayapuram ashokapuram,4 cent 3 bhk beautiful house good location well water,Assissi Nagar Aluva Kerala India,3 Bds - 3 Ba - 1650 ft2,2020-07-13T08:32:23+0000,"₹ 65,00,000"
Aluva choondi chunagamvely 3 bhk new house near edathala pukkattuppady,3 bhk beautiful house in between choondi chunagamvely aluva town 5 km rajagiri hospital 1.5 km pukkattuppady 3 km well water bus stop 400 mtr,Assissi Nagar Aluva Kerala India,3 Bds - 3 Ba - 1400 ft2,2020-07-13T08:32:23+0000,"₹ 43,00,000"
Kothi in khadur sahib near bus stand,"Kothi in 5 Marla near bijli board, bus stand , College khadur sahib",Khadoor Sahib Goindwal Punjab India,2 Bds - 1 Ba - 1360 ft2,2020-07-13T08:34:05+0000,"₹ 17,50,000"
3BHK House for rent(1600 sq.ft) in Thirunagar 3rd stop-Madurai-6,"Tamil Kudil (தமிழ் குடில்)Thirunagar 3rd stop-Madurai-6  (3BHK-for rental) * Hall 16×10 * Kitchen with dinning * Open terace-garden from kitchen * Master-bed(16×10) room attached with bath-dub-toilet *Bed-room-2 (20×12) with attached toilet * Bed room-3 with balcony * L-shap balcony( NH-47-view in 60ft.,thirinagar 3rd stop) * Elluvation view *1600 sq.ft., with open terrace-garden with L-shap balcony(sit-out) view of NH-47 * 24 hrs-water facility., security.,cctv-camera., gated-community., *Rent-Rs.12000/- Advance - Rs.50000/-",Thiru Nagar Harveypatti Tamil Nadu India,3 Bds - 3 Ba - 1600 ft2,2020-07-13T08:34:03+0000,"₹ 12,000"
2side open 3Bhk very nice home loan by bank cal me,2side open 3Bhk car parking home loan by bank,Uttam Nagar Delhi Delhi India,3 Bds - 2 Ba - 764 ft2,2020-07-13T08:36:49+0000,"₹ 33,99,000"
Ace City Ready to Move 2/3 BHK Luxury Flats in Noida Extension,"Ace City is ready to move residential project in Sector - 1, Greater Noida West. The 2 BHK with floor area 1090 Sq. Ft. can be booked at Rs. 49 Lac (all incl). Enjoy the beautiful view and lush green surroundings.  World-Class Amenities:- Ample Car Parking Water Body/Fountains Walk Way Club/Health SPA Amphitheater Swimming Pool Kid's Pool  Project Details: Project Name: Ace City Location: Greater Noida West Size: 2 BHK, 1150 sq.Ft. Price: Rs.49 Lac  Contact for Booking Now:- Truhomes Realty, Noida",Sector 1 Noida Uttar Pradesh India,2 Bds - 2 Ba - 1150 ft2,2020-07-13T08:36:38+0000,"₹ 49,00,000"
"4 cent house, Roadside","4 cent house, Road side, good condition, Mathilakam Beach road, Poclai, near nursery",Koolimuttam Pappinivattom Kerala India,2 Bds - 1 Ba - 550 ft2,2020-07-13T08:34:57+0000,"₹ 14,00,000"
2bhk 50gaj flat nice location cal me loan upto 90%,Cal me we having lots more options,Uttam Nagar Delhi Delhi India,,2020-07-13T08:34:55+0000,"₹ 23,11,000"
Near magneto mall labhandi raipur,Raheja arth :-   Rate list:-  1)-- 2bhk flat :- 25.99 lack    -- flat size 1000 sq. Ft    -- bank finance 90% 2)-- 3 bhk flat :- 31.99 lack    -- flat size 1250 sq.ft    -- bank finance 90%   Amenities:-  -- 24 hrs electricity -- 24 hrs security -- 24 hrs water -- play area -- community hall  -- lift  -- car parking -- gymnasium -- outdoor games -- indoor games -- jogging track,Avdha Puri Raipur Chhattisgarh India,2 Bds - 2 Ba - 1500 ft2,2020-07-13T08:30:02+0000,"₹ 26,00,000"
118 Sqyd 2bhk Jda Aproved Simplex Villa For Sale at Kalwar Road Jaipur,Okay Plus Jda Scheme   118 Sqyd 2BHK Simplex Villa For Sale  90B Approved 40 Fit Road  East Facing Water Facility  Damar Road Road Light  Park Temple School  Sivrage  90% Loan Facility HDFC & LIC HOUSING FINANCE  Location & Distance:- Railway Station:-  16Km. MI Road :-              17 Km. School & ATM :-   500 Mtr.,Kalwar Road Jaipur Rajasthan India,2 Bds - 1 Ba - 1062 ft2,2020-07-13T08:29:57+0000,"₹ 29,99,000"
House for Sale,"Complete build house in Laxman vihar Sec 3 well-developed colony.   For the railway station walking distance for 5 minutes.  For the bus stand travel distance for 5 minutes.  Supermarkets, Park, Main Market, everything is available within walking distance. Before handover will do the needed maintenance and whitewash. We have in house parking space for 3 bikes.",Ashok Vihar Phase 3 Gurgaon Haryana India,4+ Bds - 4 Ba - 50 ft2,2020-07-13T08:25:57+0000,"₹ 50,00,000"
Near park and metro 2Bhk very prime location,Cal me its very prime location flat,Uttam Nagar Delhi Delhi India,2 Bds - 2 Ba - 575 ft2,2020-07-13T08:25:56+0000,"₹ 27,99,000"
3 BHK Fully Furnished Villa,"3 BHK fully furnished villa, east facing, frant 30fit road, prime location, Anupam Vihar, Gandhi path west, Vaishali Nagar Modular kitchen Wardrobes  Covered parking geyser  AC  Double bad  Fridge Washing machine All facility",Gandhi Path W Jaipur Rajasthan India,3 Bds - 4 Ba - 2150 ft2,2020-07-13T08:28:04+0000,"₹ 60,00,000"
Luxurious flats for sale next to wipro corporate office,"Spacious 2 and 3bhk flats available for sale in prime location in Bangalore is just from 58lacs  We are providing luxury amenities with secuarable life.  Easily access to major IT hubs,International schools,Shopping malls,hospitals and well connected to upcoming metro.  Project approved by BBMP,RERA and all major banks",HSR Layout Bengaluru Karnataka India,2 Bds - 2 Ba - 1140 ft2,2020-07-13T08:28:03+0000,"₹ 61,90,653"
Kakkanad info park just 5 km 3 bhk thevakkal edappally kalamassery,Kakkanad info park just 5 km 3 bhk beautiful house very good location well water bus stop just 300.mtr thevakkal 2.km thengode 3 km edappally 7km pukkattupady 3 km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1495 ft2,2020-07-13T08:32:23+0000,"₹ 45,00,000"
Aluva rajagiri hospital near 3 Bhk pukkattupady edappally kalamassery,Aluva rajagiri hospital near 3 bhk beautiful house very good location well water aluva railway station 7 km rajagiri hospital just 1 km Choondi 4 km chunagamvely 2 km kakkanad info park just 9 km kalamassery 9km edapally 12 km,Pukkattupady Choornikkara Kerala India,3 Bds - 3 Ba - 1498 ft2,2020-07-13T08:32:23+0000,"₹ 40,00,000"
Kakkanad thengode vikasavani 3 bhk near info Park edappally vazhakala,Kakkanad thengode vikasavani 3 bhk beautiful villas gated colony good location well water kakkanad info park just 4km edapally 7km kalamassery 7km kakkanad Civil station 5 km kangarappady 2 k.m thrikakkara 5 km pukkattupady 4km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1550 ft2,2020-07-13T08:32:23+0000,"₹ 53,00,000"
Bala g homes,Villa in gated society,Sector 124 Mohali Punjab India,3 Bds - 3 Ba - 900 ft2,2020-07-13T08:38:07+0000,"₹ 47,00,000"
3BHK Flat in Faridabad Sector 56A PMAY Subsidy 3 BHK Flat 26L 90% Loan,"VASANT VALLEY Affordable Homes which offers comfort living at an affordable price.  VASANT VALLEY, the new Affordable Group Housing project introduced by HRH City Projects Private Limited, it is located in Sector 56A, A Faridabad, in a well developed HUDA Sector and adjacent to well developed HUDA Sector 55 Faridabad.  Other features and Special Features:  Out Door Gym  Badminton Courts  Kids Play Area  Table Tennis  Jogging Track  Open Air Theatre  Board Games  Senior Citizens  Creche  Yoga/Meditation Area  Cricket Practice Net  Skating Ring  Kids Swimming Pool  Basket Ball Court (Half)",Sector 55 Faridabad Haryana India,3 Bds - 2 Ba - 1042 ft2,2020-07-13T08:38:04+0000,"₹ 26,30,000"
Kakkanad kangarappady 3bhk near kalamassery thrikkakkara edappally,3 bhk beautiful house bus stop only 100 mtr kangarappady junction 300 mtr thevakkal vidyodaya school 700mtr info park 4.5km vallathol 3 km thrikkakkara 4 km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1580 ft2,2020-07-13T08:32:23+0000,"₹ 57,00,000"
Kakkanad info park 6 km 3bhk edappally pukkattuppady thevakkal road,3 bhk new house in edappally pukkattuppady road good location well water bus stop just 150 mtr only kakkanad info park 6 km thevakkal 3 km thrikkakkara 6 km pukkattuppady 1 km kalamassery medical college 4 km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1600 ft2,2020-07-13T08:32:23+0000,"₹ 60,00,000"
"VALIYALUKKAL, Thrissur, 5 cent, 2600 sqft, 4 BHK, 62 Lakh Negotiable,","VALIYALUKKAL, Thrissur, 5 cent, 2600 sqft, 4 BHK, 62 Lakh Negotiable, 4 attached and 1 common bathroom, bore well, compound wall with gate, car parking area, semi furnished and double storyed property,  For more details contact us:  My Homes Developers & Document Consultancy, 1st floor, Karthika Complex, Opp. MSME, Out Post, Kanjani Road, Ayyanthole, Thrissur, Mobile :  E -mail : myhomesthrissur@gmail.  We arrange Home loan with flexible and lowest interest rates from leading Banks. And Document writing. 1181",Koorkenchery Thrissur Kerala India,4 Bds - 4+ Ba - 2600 ft2,2020-07-13T08:34:03+0000,"₹ 62,00,000"
"%%1BHK % Bedroom , Bath  room for Sale In Kalyan, Thane.%","%%1BHK % Bedroom , Bath  room for Sale In Kalyan, Thane.%",Kalyan Thane Maharashtra India,1 Bds - 1 Ba - 470 ft2,2020-07-13T08:33:58+0000,"₹ 31,75,000"
indipendent house,gated township fully devlped socxity,Bulandshahar Road Industrial Area Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 700 ft2,2020-07-13T08:36:07+0000,"₹ 17,99,999"
4 BHK House for sale at Eranjipalam.,"4 BHK House for Sale at Eranjipalam, Calicut. Code:SD  We Big Deals, Kerala's 1st K-RERA Certified Real-Estate Entity.  The house has a built-Up area of 1600 sq. Ft in 5 Cents land.  It is ready to move in house, having attached bathrooms.  The house has a good view of the locality.  Having Well water and Car parking.  Price Rs.95 Lakhs.  For More details, Contact:  Big Deals,  3rd Floor, Emarald Mall, Mavoor Road,  Kozhikode.  Note : Images shown are for representation purpose only. Actual Building / Plot may differ.  You can get the link to call us directly by activating the chat button below.  (Call Between 9 AM-8 PM)  We arrange Bank loans from all major banks at lowest rates.",Eranjipalam Kozhikode Kerala India,4 Bds - 4 Ba - 1600 ft2,2020-07-13T08:36:06+0000,"₹ 95,00,000"
5 BHK House for sale at NGO Quarters.,"5 BHK House for Sale at NGO Quarters, Calicut. Code:SD  We Big Deals, Kerala's 1st K-RERA Certified Real-Estate Entity.  Located 500 meters  from NH.  The house has a built-Up area of 2650 sq. Ft in 10 Cents land.  It is ready to move in house, having attached bathrooms.  The house has a good view of the locality.  Attached, having Well water and ample parking space.  Price Rs.1.25 CR.  For More details, Contact:  Big Deals,  3rd Floor, Emarald Mall, Mavoor Road,  Kozhikode.  Note : Images shown are for representation purpose only. Actual Building / Plot may differ.  You can get the link to call us directly by activating the chat button below.  (Call Between 9 AM-8 PM)  We arrange Bank loans from all major banks at lowest rates.",N G O Quarter Kozhikode Kerala India,4+ Bds - 4+ Ba - 2650 ft2,2020-07-13T08:34:45+0000,"₹ 1,25,00,000"
"50 gajj 2 manjli house, all ok..",50 gajj house for sale..,New Janta Nagar Ludhiana Punjab India,3 Bds - 3 Ba - 50 ft2,2020-07-13T08:34:43+0000,"₹ 25,00,000"
indipendent house,chaproula me aapke apno ka ghr aapke apne budgut me,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:29:52+0000,"₹ 15,50,000"
4 bhk new banglow for sell rajul township tilhari jabalpur,this is new bang low for sell located 400 meter under in main road vijan mahal jabalpur this project under of rajul township tilhari jabalpur 1600 sq ft plot area  2500 sq ft car pate area,Tilahri Jabalpur Madhya Pradesh India,4 Bds - 4 Ba - 2500 ft2,2020-07-13T08:29:44+0000,"₹ 75,00,000"
4 bhk Bungalow @ Thaltej For Sale,"A 3 bhk Bungalow of 266 Sq.yard Plot area and 290 Sq.yard Construction area is available in the promising locality of Thaltej, Ahmedabad West. It is a ready to move in spacious bungalow. Every single detail of the bungalow is carefully designed. It is a gated society. It is a freehold property. It has 4 bathroom(s). It comprises of 1 balcony(s) and has vitrified flooring. 2 covered parking. Full power back up. 24x7 water supply from Municipal corporation.",Thaltej Ahmedabad Gujarat India,4 Bds - 4 Ba - 2394 ft2,2020-07-13T08:25:51+0000,"₹ 2,75,00,000"
Greencity Eutopia - Luxurious 3BHK Flats for Sale @BTM 2nd Stage,"Green City Eutopia, is a sprawling luxury enclave of magnificent Apartments in Bangalore, elevating the contemporary lifestyle.  These Residential Apartments in Bangalore offers you the kind of life that rejuvenates you, the one that inspires you to live life to the fullest.   Green City Eutopia in Btm Layout is meticulously designed with unbound convenience & the best of amenities and are an effortless blend of modernity and elegance.  Highlights & Amenities • RERA Approval, CC and OC obtained and BBMP Approved. • Limited edition 3BHK spacious unit of 1545 Sqft. in 3rd Floor corner Flat • With a good Vaastu compliant. • Provision of solar water to each unit. • Generator power backup, Rain water harvesting. • Designer entrance with security room • 24 Hour security with CCTV cameras • Branded lift • Swimming pool, Bowling Alley, Club house, Gym, Multipurpose Hall, Skating zone, etc., with all elite lavish amenities. • Close proximity to essentials like schools, colleges, medical facilities, and local market.",BTM Layout Stage 2 Bengaluru Karnataka India,3 Bds - 2 Ba - 1545 ft2,2020-07-13T08:25:43+0000,"₹ 1,39,05,000"
WHEN LUXURY COMES TO YOU @ AFFORDABLE PRICE IN TMC&RERA APP PROJECT,THE UNIVERSE  - 5 BUILDING LUXURIOUS COMPLEX - 5 to 10 mins proposed upcoming metro station - Easy movable to CST and Vashi - Just at walkable distance to Aroli to Mumbra Tunnel - 2 Masjid Facilities inside the complex - Club house is almost ready,Mumbra Thane Maharashtra India,1 Bds - 1 Ba - 668 ft2,2020-07-13T08:28:03+0000,"₹ 32,06,400"
ready to move vilas,gated township and fully devloped area near sks world school,Noida Extension Noida Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:27:58+0000,"₹ 26,00,000"
54bhk beautiful villas in aluva Choondi  kalamassery  Kakkanad,4bhk beautiful villas in aluva Choondi wide tar road good location well water bus stop just 400.mtr aluva railway station 4km Kakkanad info park 9km edapally 9km kalamassery 6km rajagiri hospital 2.km,Assissi Nagar Aluva Kerala India,4 Bds - 4 Ba - 2250 ft2,2020-07-13T08:32:23+0000,"₹ 70,00,000"
Independent House JDA Approved,"4 BHK independent house, prime location, frant road 30fit, west facing, near chiterkoot stadium, Chiterkoot, Vaishali Nagar Size 20x30",Vaishali Nagar Jaipur Rajasthan India,4 Bds - 2 Ba - 1400 ft2,2020-07-13T08:32:02+0000,"₹ 50,00,000"
Manapakkam 2bhk apartment,"2 bhk resale flat is available in the promising locality of Manapakkam, Chennai South. It is a ready to move in spacious flat and is located on the 1st floor. Every single detail of the flat is carefully designed. The apartment is priced at Rs. 65 Lakhs (Rs. 6632 per Sq. Ft. ). It is a freehold property, with a super built-up area of 980. 0 Sq. Ft. It has 2 bathroom(s). The flat comprises of 1 balcony(s). 1 covered parking.",Manapakkam Chennai Tamil Nadu India,2 Bds - 2 Ba - 980 ft2,2020-07-13T08:37:59+0000,"₹ 65,00,000"
"₹ 78 Lakh, for 2 BHK  very good price 2 BHK for Sale in Balewadi","Luxury,+ premium location,₹ 7803510 for 2 BHK Property for Sale in Pimple nilakh.",Shivaji Nagar Pune Maharashtra India,2 Bds - 2 Ba - 1116 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,510"
Kakkanad pukkattuppady 3bhknear aluva thevakkal edappally kalamassery,3 bhk beautiful house in pukkattuppady well water bus stop 500 mtr kakkanad info park 8 km aluva 7 km,Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1400 ft2,2020-07-13T08:32:23+0000,"₹ 45,00,000"
Kakkanad thengod 4bhk near info park edappally thrikkakkara vazhakala,Kakkanad thengod 4 bhk beautiful house good location well water bus stop 200 mtr info park 2 km thevakkal vidyodaya school 2 km civil station 3.5 km edappally 6 km vazhakala 5 km,Kakkanad Kochi Kerala India,4 Bds - 4 Ba - 2100 ft2,2020-07-13T08:32:23+0000,"₹ 86,00,000"
"Come on for Sale of % 1RK % located In Titwala, west",1RK room with 200sq.ft. carpet area 2.5km from station 24*7 water and electricity,Titwala Thane Maharashtra India,1 Bds - 1 Ba - 240 ft2,2020-07-13T08:33:58+0000,"₹ 4,11,000"
1RK rooms at Titwala West,"Titwala station se sirf 2km ki doori par.  Available Amenities:  1. MSEDCL ka Meter 2. 500 litres paani ka tank har room mei 3. Sliding window ke saath 4. Attractive painting 5. Marble door frame aur wooden door 5. School, college aur clinics ki suvidha 6. 24 hours water available 7. Magboot brick work, bedroom mei POP karke milega 8. Toilet aur kitchen mei full tiles 9. Ghar ke bahar full tiles 10. Hall aur kitchen ki walls pe 3 ft tiles 11. Site aur galli mei solar lights ki arrangments 12. 7 ft ki galli aur 8 ft ka entrace 13. special EMI Schemes bhi available 14. Limited time offer sirf  31st march 2020.",Titwala Thane Maharashtra India,1 Bds - 1 Ba - 250 ft2,2020-07-13T08:33:58+0000,"₹ 4,11,000"
Premium Ready To Move 3 Bedroom Flats Near Infopark Kakkanad,"Located Just 200 metres From Seaport Airport Road Near Infopark in a Posh High Value Residential Area by India's Leading and Trusted Real Estate Brand EV Group.   Children Play Area, Professional Gymnasium, Huge Party Area with full facilities, 24/7 CCTV Security, 24/7 Generator Backup, Open Well with Recharge, 100% Covered Car Parking, Biometric Access Entry/Exit and Host of other Amenities.   Last few flats remaining.",Kakkanad Kochi Kerala India,3 Bds - 3 Ba - 1475 ft2,2020-07-13T08:36:01+0000,"₹ 61,00,000"
"Edapally, koonammavu, 3 bed beautiful house 42 lakhs","Edapally, koonammavu, 3 cent,3 bed,1350sqft, compound wall with gate.  Houses are available from 20 lakhs budget to 1.05cr . Houses available from varapuzha, koonammavu, Olanadu, Kongorpilly, neericode, keerampilly, Kochal, Kottuvalli. More details please call",Koonammavu Kottuvally Kerala India,3 Bds - 3 Ba - 1350 ft2,2020-07-13T08:36:00+0000,"₹ 42,00,000"
"1 BHK Flat, Near By New High Court Jhalamand Jodhpur","1 BHK Flat Only 9,21,000/-   90% Loanable  2,67,000/- Subsidy",Jhalamand Jodhpur Rajasthan India,1 Bds - 1 Ba - 390 ft2,2020-07-13T08:29:35+0000,"₹ 9,21,000"
Low budget Villa for sale in Palakkad@ vandithavalam,Buy villas in One of the Kerala's Largest Gated Community for an unbeatable price in Vandithavalam  +9186818(call)07309 get more details  Nellies is one of Kerala's largest gated community projects in Palakkad.budget-friendly homes  Pay 1 lakh - Book a premium House -Get 80% home Loan - at PALAKKAD!  Near By Locations :   - 100 m from National Highway - 20 minutes drive from Palakkad town - Nature friendly location - Athani hospital - Ahalya hospital  Disclaimer : All Images And Information Are For Representation Purpose Only  +9186818(call)07309 get more details,Palakkdam Palakkad Kerala India,2 Bds - 2 Ba - 600 ft2,2020-07-13T08:29:29+0000,"₹ 15,50,000"
2 BHK Fully Furnished Luxury Flats,"2 BHK Fully Furnished Luxury Flats, 1st floor,  designer wall, bed with matters fully modular kitchen geyser arrow tube lights exhaust fan curtains with road 5 seater sofa with corner table, covered car parking, separate water tank, prime location, Near Tata motors, Siker Road",Sikar Road Jaipur Rajasthan India,2 Bds - 2 Ba - 1200 ft2,2020-07-13T08:25:36+0000,"₹ 40,00,000"
NEAR TO CHAITHANYA SCHOOL,"A Brand New Residential Apartment at KEELKATTALAI, Main Road With Potable Water, 100% Vastu, Ccp, Good Residential Location.This Apartment Situated Very Close To Necessary Key Facilities Like Hospital (0.5Km), School (0.5Km) And Other Facilities.",Keelkattalai Chennai Tamil Nadu India,2 Bds - 2 Ba - 742 ft2,2020-07-13T08:25:30+0000,"₹ 44,10,000"
Kunal juryani,I am selling flat in Rishab apartment Jabra para sarkanda bilaspur,Hyundai Chowk Bilaspur Chhattisgarh India,2 Bds - 2 Ba - 600 ft2,2020-07-13T08:27:53+0000,"₹ 21,00,000"
